station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],temp_9m_max [degC],temp_9m_min [degC],temp_9m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],frozen_soil_05cm_count_5min [count],frozen_soil_25cm_count_5min [count],frozen_soil_50cm_count_5min [count],soil_temp_05cm_max [degC],soil_temp_05cm_min [degC],soil_temp_05cm_avg [degC],soil_temp_25cm_max [degC],soil_temp_25cm_min [degC],soil_temp_25cm_avg [degC],soil_temp_50cm_max [degC],soil_temp_50cm_min [degC],soil_temp_50cm_avg [degC],soil_moisture_05cm_max [m^3/m^3],soil_moisture_05cm_min [m^3/m^3],soil_moisture_05cm_avg [m^3/m^3],soil_moisture_25cm_max [m^3/m^3],soil_moisture_25cm_min [m^3/m^3],soil_moisture_25cm_avg [m^3/m^3],soil_moisture_50cm_max [m^3/m^3],soil_moisture_50cm_min [m^3/m^3],soil_moisture_50cm_avg [m^3/m^3]
GROT,2020-12-01 01:00:00 EST,5.7,5.1,5.4,5.6,5.0,5.3,98.7,97.8,98.3,0.00,2.1,4.3,293.1,2.4,4.6,299.5,0,949.91,949.75,949.83,0,0,0,6.1,6.1,6.1,6.2,6.2,6.2,6.6,6.6,6.6,0.33,0.33,0.33,0.28,0.28,0.28,0.40,0.40,0.40
GROT,2020-12-01 02:00:00 EST,5.1,5.0,5.1,5.0,4.9,4.9,97.8,97.0,97.3,0.00,1.8,3.7,278.1,2.1,4.2,285.5,0,950.16,949.85,949.99,0,0,0,6.1,6.1,6.1,6.2,6.2,6.2,6.7,6.6,6.6,0.33,0.33,0.33,0.28,0.28,0.28,0.40,0.40,0.40
GROT,2020-12-01 03:00:00 EST,5.0,4.4,4.8,4.9,4.2,4.6,97.6,97.0,97.1,0.05,1.6,3.1,303.7,1.9,3.9,312.6,0,950.47,950.08,950.28,0,0,0,6.1,6.1,6.1,6.3,6.2,6.3,6.7,6.7,6.7,0.33,0.33,0.33,0.28,0.28,0.28,0.40,0.40,0.40
GROT,2020-12-01 04:00:00 EST,4.3,4.2,4.2,4.1,4.0,4.0,97.8,97.6,97.7,0.00,0.8,2.5,322.9,1.0,3.0,328.4,0,950.05,949.65,949.79,0,0,0,6.1,6.1,6.1,6.3,6.3,6.3,6.7,6.7,6.7,0.33,0.33,0.33,0.28,0.28,0.28,0.40,0.40,0.40
GROT,2020-12-01 05:00:00 EST,4.2,4.1,4.2,4.0,4.0,4.0,98.3,97.8,98.0,0.00,0.5,1.1,289.6,0.7,1.3,303.2,0,949.78,949.64,949.72,0,0,0,6.1,6.1,6.1,6.3,6.3,6.3,6.7,6.7,6.7,0.33,0.33,0.33,0.28,0.28,0.28,0.40,0.40,0.40
GROT,2020-12-01 06:00:00 EST,4.2,4.1,4.1,4.0,3.9,4.0,98.6,98.3,98.5,0.21,0.6,1.8,318.0,0.8,2.1,327.8,0,949.71,949.45,949.53,0,0,0,6.1,6.1,6.1,6.3,6.3,6.3,6.7,6.7,6.7,0.33,0.33,0.33,0.28,0.28,0.28,0.40,0.40,0.40
GROT,2020-12-01 07:00:00 EST,4.2,3.7,3.9,4.0,3.5,3.8,98.7,98.5,98.6,0.30,2.1,4.3,269.9,2.4,5.1,277.8,0,949.85,949.50,949.62,0,0,0,6.1,6.1,6.1,6.3,6.3,6.3,6.7,6.7,6.7,0.33,0.33,0.33,0.28,0.28,0.28,0.40,0.40,0.40
GROT,2020-12-01 08:00:00 EST,3.7,3.6,3.6,3.5,3.5,3.5,98.4,98.0,98.2,0.28,1.7,4.6,254.4,1.9,5.4,263.3,5,950.48,949.91,950.23,0,0,0,6.1,6.1,6.1,6.3,6.3,6.3,6.7,6.7,6.7,0.33,0.33,0.33,0.28,0.28,0.28,0.40,0.40,0.40
GROT,2020-12-01 09:00:00 EST,3.8,3.3,3.6,3.6,3.1,3.4,98.0,95.7,97.3,0.52,2.3,5.1,225.5,2.4,5.0,233.8,24,950.88,950.56,950.80,0,0,0,6.1,6.0,6.1,6.3,6.3,6.3,6.9,6.7,6.8,0.33,0.33,0.33,0.28,0.28,0.28,0.40,0.40,0.40
GROT,2020-12-01 10:00:00 EST,3.6,3.3,3.4,3.3,3.1,3.2,95.4,94.8,95.1,0.06,2.1,5.1,217.2,2.2,5.8,224.4,70,950.86,950.70,950.76,0,0,0,6.1,6.0,6.0,6.3,6.3,6.3,6.9,6.8,6.9,0.33,0.33,0.33,0.28,0.28,0.28,0.40,0.40,0.40
GROT,2020-12-01 11:00:00 EST,3.5,2.9,3.2,3.2,2.7,3.0,95.2,94.0,94.6,1.13,2.2,5.5,219.0,2.3,6.1,226.3,45,950.92,950.75,950.85,0,0,0,6.1,6.1,6.1,6.3,6.3,6.3,6.9,6.9,6.9,0.33,0.33,0.33,0.28,0.28,0.28,0.40,0.40,0.40
GROT,2020-12-01 12:00:00 EST,3.7,3.0,3.5,3.4,2.7,3.2,95.0,91.4,93.8,0.13,2.3,5.6,220.3,2.4,5.7,228.4,100,950.73,950.39,950.55,0,0,0,6.1,6.1,6.1,6.4,6.3,6.3,6.9,6.9,6.9,0.34,0.33,0.34,0.28,0.28,0.28,0.40,0.40,0.40
GROT,2020-12-01 13:00:00 EST,3.5,2.8,3.0,3.3,2.6,2.8,92.9,90.8,92.2,0.25,2.3,5.0,205.6,2.5,5.8,212.1,56,950.43,950.32,950.36,0,0,0,6.1,6.1,6.1,6.4,6.4,6.4,6.9,6.9,6.9,0.34,0.34,0.34,0.28,0.28,0.28,0.40,0.40,0.40
