title,Pressure,Temp,RH,Solar Radiation,MRT,Wind Speed,Gust Speed,Wind Direction,DewPt
timezone_str,nan,nan,nan,nan,nan,nan,nan,nan,nan
units,in Hg,Â°C,%,W/mÂ²,Â°c,m/s,m/S,Ã¸,Â°C
logger_serial_number,20098500,20098500,20098500,20098500,20098500,20098500,20098500,20098500,20098500
sensor_serial_number,10751992,10763331,10763331,10775592,20496099,20706789,20706789,20706789,10763331
datetimes,,,,,,,,,
2019-09-17 17:00:00-05:00,29.341466666666665,19.428333333333335,55.166666666666664,3.966666666666667,19.404629630000002,1.0013696,2.2262592,112.60000000000001,10.203703703
2019-09-17 18:00:00-05:00,29.352800000000002,18.029444445,56.333333333333336,0.6,17.637037036666666,0.7242048000000002,1.6719296000000003,61.46666666666667,9.185185185166667
2019-09-17 19:00:00-05:00,29.361166666666662,16.105185185,66.03333333333335,0.6,15.620277778333332,0.2756746666666667,0.9477248000000001,53.033333333333324,9.768518517666665
2019-09-17 20:00:00-05:00,29.38333333333333,14.576574075000002,73.13333333333334,0.6,14.133703703333333,0.27716480000000004,0.7808298666666668,227.6,9.824074073666667
2019-09-17 21:00:00-05:00,29.401516666666666,13.372870370000001,80.53333333333333,0.6,12.943333333333333,0.2756746666666667,0.6690698666666668,234.63333333333335,10.1018518515
2019-09-17 22:00:00-05:00,29.397583333333333,12.08574074,86.23333333333333,0.6,11.68138889,0.3308096,1.0013696,296.3666666666667,9.870370370166667
2019-09-17 23:00:00-05:00,29.3971,11.073518518333335,86.86666666666666,0.6,10.67462963,0.3308096,1.0579946666666669,252.0,8.9814814815
2019-09-18 00:00:00-05:00,29.404466666666668,10.287685185333334,89.90000000000002,0.6,9.915277777333333,0.5573098666666667,1.0594848000000001,236.54999999999998,8.740740740666666
2019-09-18 01:00:00-05:00,29.410866666666667,9.948055555333333,90.81666666666668,0.6,9.496759259333333,0.5573098666666666,1.451389866666667,338.5833333333333,8.5185185185
2019-09-18 02:00:00-05:00,29.40988333333333,9.636388889000001,89.63333333333333,0.6,9.245648148166667,0.2756746666666667,1.1146197333333334,250.11666666666667,8.0185185185
2019-09-18 03:00:00-05:00,29.4247,8.886944444333333,90.51666666666665,0.6,8.493518518666667,0.33229973333333335,0.8910997333333334,164.95,7.425925926000001
2019-09-18 04:00:00-05:00,29.44581666666667,8.555555555666666,91.25,0.6,8.111666666666666,0.3889248,1.0594848000000001,286.7333333333333,7.222222222166667
